w_hedge, r_hedge, skewness, kurtosis, sharpe
0.015943, 0.030087, 0.483595, -1.141763, -9.228411
0.018735, -0.025621, 0.444206, -1.194697, -9.684905
0.018318, 0.029081, 0.378331, -1.333801, -10.092553
0.018931, -0.040617, 0.335306, -1.422379, -10.352580
0.018629, 0.013089, 0.326219, -1.435406, -10.434602
0.019476, -0.010420, 0.344215, -1.397538, -10.333471
0.019327, 0.019350, 0.383573, -1.319904, -10.083131
0.019420, 0.054997, 0.440277, -1.198205, -9.759800
0.018954, 0.041082, 0.491194, -1.102992, -9.409454
0.016858, 0.014556, 0.582015, -0.880010, -8.973581
0.015592, 0.005055, 0.639761, -0.771552, -8.600675
0.015436, 0.054249, 0.692010, -0.688664, -8.193487
0.015270, -0.016983, 0.723257, -0.668230, -7.831922
0.013965, 0.035382, 0.721507, -0.731368, -7.539971
0.014736, -0.009601, 0.729927, -0.769138, -7.182198
0.013577, 0.040705, 0.757528, -0.748413, -6.745479
0.013454, 0.035467, 0.756777, -0.803404, -6.358283
0.012090, 0.024895, 0.748246, -0.869785, -5.968832
0.010493, 0.012298, 0.723039, -0.959409, -5.553556
0.008672, 0.022017, 0.700606, -1.008859, -5.061748
0.006681, 0.027701, 0.681642, -1.057473, -4.618960
0.006379, 0.004954, 0.649024, -1.119236, -4.176313
0.004951, 0.008143, 0.605401, -1.195149, -3.760677
0.004266, -0.032435, 0.560893, -1.269100, -3.374202
0.005417, 0.015376, 0.508519, -1.351752, -3.025468
0.005743, 0.043632, 0.459094, -1.414327, -2.667597
0.005124, 0.010725, 0.411440, -1.461047, -2.306202
0.002205, 0.057666, 0.369854, -1.484594, -1.934291
0.001323, -0.014883, 0.315234, -1.526681, -1.592657
0.000183, 0.012356, 0.255116, -1.569432, -1.274718
-0.001672, 0.010632, 0.201319, -1.589901, -0.928395
-0.001575, -0.020804, 0.145935, -1.606275, -0.593048
-0.001444, 0.031743, 0.081875, -1.624895, -0.295646
0.001200, 0.062873, 0.028996, -1.621900, 0.039988
-0.000943, 0.049295, -0.022217, -1.611635, 0.384729
-0.005478, 0.042133, -0.071025, -1.591964, 0.733412
-0.006520, -0.071753, -0.122250, -1.571588, 1.084110
-0.008653, 0.047928, -0.175498, -1.550833, 1.439010
-0.006452, -0.056072, -0.228415, -1.520802, 1.798708
-0.008487, 0.013044, -0.282860, -1.483771, 2.162121
-0.005835, 0.008234, -0.346920, -1.428666, 2.483692
-0.006993, 0.023503, -0.414997, -1.359104, 2.797211
-0.007746, 0.063188, -0.476224, -1.288428, 3.176409
-0.008921, 0.037186, -0.538204, -1.208090, 3.571866
-0.012175, 0.002997, -0.600608, -1.114986, 3.981724
-0.015831, -0.021979, -0.660292, -1.016569, 4.424750
-0.017827, 0.013262, -0.723590, -0.897123, 4.879091
-0.018128, -0.013728, -0.789269, -0.761443, 5.363646
-0.018649, -0.145304, -0.855629, -0.608690, 5.882010
-0.019062, 0.007301, -0.922176, -0.441234, 6.446274
-0.015452, 0.082756, -0.981243, -0.280606, 7.092074
-0.015439, 0.051811, -1.040026, -0.095121, 7.777212
-0.018867, 0.011369, -1.096895, 0.116114, 8.508395
-0.019092, 0.011508, -1.159473, 0.375959, 9.280849
-0.021407, -0.038217, 0.207160, 3.489021, 9.211611
-0.023439, 0.026786, 0.395762, 4.198993, 10.095634
-0.022372, 0.019792, 0.625099, 5.046204, 11.033151
-0.022610, -0.056156, 0.871935, 5.986874, 12.025626
-0.023832, 0.024473, 1.078432, 6.632796, 12.981680
-0.021715, -0.023550, 1.244044, 7.261934, 13.862731
-0.022747, -0.025099, 1.365708, 7.674390, 14.649893
-0.021892, -0.033116, 1.551479, 8.189711, 15.556848
-0.020943, 0.035042, 1.664834, 8.302570, 16.288494
-0.019693, 0.012340, 1.761157, 8.229109, 16.961844
-0.020728, 0.063987, 1.985780, 9.125808, 17.937716
-0.021276, -0.072997, 2.124146, 9.828376, 18.720049
-0.023044, -0.012954, 2.252119, 10.496197, 19.480545
-0.021323, 0.055709, 2.381885, 11.278160, 20.181666
-0.020977, -0.053844, 2.550409, 12.256935, 20.906204
-0.021688, -0.037205, 2.644177, 12.912087, 21.373943
-0.020401, 0.024029, 2.774923, 13.700165, 21.847801
-0.019722, -0.037217, 2.891894, 14.424919, 22.270084
-0.020173, 0.024819, 3.012398, 15.099938, 22.627083
-0.019230, -0.059951, 3.248335, 16.276508, 23.213750
-0.019855, -0.023036, 3.314666, 16.611913, 23.373454
-0.018865, -0.067024, 3.236481, 16.188816, 23.168405
-0.018931, 0.009604, 3.141032, 15.704083, 22.932154
-0.017814, 0.020917, 3.055747, 15.249962, 22.704206
-0.017616, -0.090300, 2.974551, 14.798576, 22.469966
-0.017562, -0.075390, 2.562690, 12.917697, 21.409379
-0.017349, 0.101083, 2.152636, 11.106533, 20.262206
-0.017075, -0.021750, 1.787406, 9.501884, 19.116536
-0.016477, -0.020573, 1.299359, 7.819054, 17.663269
-0.016762, -0.014102, 0.934722, 6.474509, 16.359212
-0.016965, -0.056485, 0.658919, 5.385645, 15.206983
-0.018094, -0.080619, 0.453589, 4.491421, 14.136069
-0.018473, 0.048170, 0.328267, 3.782741, 13.212734
-0.018633, 0.037903, 0.186674, 3.183813, 12.213412
-0.018119, 0.025284, 0.047480, 2.650524, 11.238419
-0.016459, -0.027868, -0.056369, 2.180497, 10.360491
-0.016812, 0.022704, -0.123913, 1.794391, 9.547120
-0.017281, 0.034711, -0.155837, 1.453758, 8.835799
-0.016866, -0.020028, -0.172945, 1.133659, 8.217682
-0.017206, -0.011018, -0.167622, 0.886924, 7.627771
-0.016978, -0.050099, -0.151453, 0.677290, 7.082410
-0.015617, -0.093051, -0.124768, 0.506377, 6.578378
-0.015392, 0.034640, -0.092103, 0.354860, 6.112209
-0.016091, -0.077008, -0.052379, 0.218747, 5.693042
-0.017963, 0.067462, -0.009579, 0.110203, 5.290479
-0.018131, 0.053050, 0.037574, 0.021707, 4.916276
-0.018168, -0.036198, 0.069763, -0.094561, 4.569901
-0.016692, -0.012211, 0.097854, -0.196456, 4.213341
-0.017569, -0.017351, 0.139891, -0.255853, 3.857990
-0.017376, 0.016796, 0.183997, -0.310942, 3.533259
-0.016264, 0.088779, 0.230744, -0.357987, 3.241668
-0.015064, 0.072213, 0.278910, -0.393168, 2.964985
-0.012949, 0.018608, 0.324846, -0.421849, 2.687904
-0.012017, 0.014125, 0.379924, -0.422357, 2.433652
-0.011185, 0.041451, 0.434867, -0.413962, 2.183161
-0.011167, 0.026717, 0.496394, -0.373305, 1.924805
-0.014387, 0.049490, 0.557177, -0.326912, 1.671162
-0.013493, 0.030681, 0.612476, -0.292095, 1.434869
-0.010483, 0.055125, 0.666488, -0.255079, 1.215333
-0.008553, 0.023912, 0.720711, -0.209753, 0.991997
-0.003534, 0.027349, 0.435629, -1.399513, 0.493391
-0.002324, -0.007893, 0.501651, -1.340156, 0.243647
-0.002463, -0.021439, 0.570197, -1.268311, 0.003416
-0.001239, 0.003429, 0.644122, -1.169989, -0.262087
0.000095, 0.016172, 0.716857, -1.047405, -0.597159
-0.001705, -0.024034, 0.792084, -0.905502, -0.944117
0.001308, 0.006795, 0.863486, -0.754232, -1.302558
0.000755, 0.028775, 0.928208, -0.596900, -1.671287
0.000801, 0.012957, 0.966085, -0.509938, -2.095032
0.000383, 0.061689, 0.956749, -0.588516, -2.573416
0.003863, 0.020810, 0.991711, -0.465481, -2.943676
0.005670, -0.009705, 0.998642, -0.403662, -3.308443
0.011782, 0.033246, 0.970621, -0.455814, -3.707165
0.008569, -0.021331, 0.930473, -0.541362, -4.044884
0.008261, -0.012790, 0.883365, -0.656697, -4.328658
0.013726, 0.030452, 0.835541, -0.786522, -4.555884
0.012256, 0.007539, 0.814227, -0.848878, -4.637486
0.009810, 0.045694, 0.792557, -0.914793, -4.715021
0.011337, 0.022674, 0.810461, -0.859239, -4.653810
0.007280, 0.019242, 0.860657, -0.694311, -4.501345
0.007217, -0.014032, 0.940197, -0.442041, -4.230100
0.004181, 0.047223, 1.016440, -0.219518, -3.922011
0.005043, 0.017054, 1.101839, 0.029100, -3.548165
0.000346, 0.045181, 1.119862, 0.015714, -3.305020
-0.000066, 0.003283, 1.143582, 0.026158, -3.040960
-0.002603, 0.021056, 1.123613, -0.109213, -2.725308
-0.003287, 0.022980, 1.079147, -0.296776, -2.459817
-0.004693, -0.030876, 1.031131, -0.475452, -2.183732
-0.006569, -0.006333, 0.973833, -0.643911, -1.845645
-0.004861, -0.009899, 0.901991, -0.830171, -1.576204
-0.004413, 0.034863, 0.832889, -0.992105, -1.295057
-0.003815, 0.006874, 0.760868, -1.140993, -1.039984
-0.004579, 0.030291, 0.691179, -1.269473, -0.817101
-0.003405, 0.024219, 0.618797, -1.376593, -0.597276
-0.005256, 0.019745, 0.547079, -1.464409, -0.372882
-0.006613, 0.018511, 0.480418, -1.528958, -0.162893
-0.007589, -0.022959, 0.416453, -1.578884, 0.047707
-0.007262, 0.024948, 0.353210, -1.620071, 0.258975
-0.007217, 0.038066, 0.294430, -1.646038, 0.457939
-0.008505, 0.033142, 0.238286, -1.660927, 0.656288
-0.008626, -0.006021, 0.183068, -1.667820, 0.858150
-0.008779, -0.038846, 0.132865, -1.662625, 1.049499
-0.007205, 0.004222, 0.083479, -1.650559, 1.243222
-0.004035, 0.056490, 0.034827, -1.631940, 1.432583
-0.004915, 0.003108, -0.013453, -1.606478, 1.628707
-0.003236, -0.028109, -0.051555, -1.571774, 1.798982
-0.005058, -0.008631, -0.083300, -1.531550, 1.975877
-0.006469, -0.061071, -0.108593, -1.489591, 2.175182
-0.004974, -0.027326, -0.128157, -1.446442, 2.366818
-0.005370, 0.023437, -0.123721, -1.433076, 2.464088
-0.005104, 0.038280, -0.119955, -1.421298, 2.544425
-0.004916, 0.007470, -0.114895, -1.416804, 2.598994
-0.006827, -0.076785, -0.106443, -1.417619, 2.657259
-0.008659, -0.024509, -0.104658, -1.417483, 2.670374
-0.011278, -0.004818, -0.101760, -1.417554, 2.690623
-0.012348, -0.110378, -0.098982, -1.417548, 2.710277
-0.013807, -0.181289, -0.095352, -1.418285, 2.733277
-0.015111, -0.127271, -0.101225, -1.383371, 2.897679
-0.021735, 0.128100, -0.096740, -1.384567, 2.924331
-0.026358, -0.079312, -0.089097, -1.388199, 2.964779
-0.021462, -0.122003, -0.153508, -1.269805, 2.826164
-0.026231, 0.161863, -0.182699, -1.230757, 2.741781
-0.032239, 0.115541, -0.200268, -1.216424, 2.672402
-0.027433, 0.130565, -0.200022, -1.216305, 2.674174
-0.023714, -0.006790, -0.199340, -1.216020, 2.678967
-0.019693, 0.100956, -0.203681, -1.214979, 2.656121
-0.020548, 0.007341, -0.210096, -1.223250, 2.592879
-0.018794, 0.042893, -0.212598, -1.215134, 2.611113
-0.018866, 0.012634, -0.214429, -1.210400, 2.621291
-0.018044, 0.070119, -0.203970, -1.247958, 2.528595
-0.017877, 0.003811, -0.188498, -1.278687, 2.457886
-0.015082, -0.026184, -0.168997, -1.334884, 2.241054
-0.014897, 0.021342, -0.135848, -1.376208, 2.118549
-0.015758, 0.071214, -0.091876, -1.424943, 1.934149
-0.014548, 0.002565, -0.050160, -1.464943, 1.681450
-0.013760, -0.101350, 0.002836, -1.485034, 1.509901
-0.014299, -0.025857, 0.060664, -1.498434, 1.245030
-0.016012, 0.121846, 0.122373, -1.494381, 1.040260
-0.016664, -0.021455, 0.183950, -1.464045, 0.846180
-0.011605, 0.076369, 0.249198, -1.430994, 0.555320
-0.012381, 0.043246, 0.301826, -1.381054, 0.206283
-0.008752, 0.003204, 0.346429, -1.321801, -0.169101
-0.008442, 0.066351, 0.379658, -1.277034, -0.578092
-0.006538, 0.038466, 0.432518, -1.208898, -0.949043
-0.003029, 0.012245, 0.466981, -1.147151, -1.370394
0.000801, 0.002772, 0.508981, -1.084175, -1.791027
0.001411, 0.039366, 0.561621, -0.995119, -2.196923
0.002726, -0.038026, 0.570109, -0.903970, -2.672365
0.006348, 0.001937, 0.565157, -0.901000, -3.212960
0.003054, -0.036498, 0.579731, -0.834996, -3.719922
0.003404, -0.072825, 0.562615, -0.841012, -4.302192
0.001217, -0.105252, 0.548666, -0.846208, -4.894319
-0.000807, 0.094804, 0.553661, -0.836835, -5.485076
-0.005351, 0.015981, 0.576393, -0.794540, -6.065119
0.000269, 0.002679, 0.595077, -0.752874, -6.671388
0.001479, 0.060252, 0.623201, -0.676653, -7.260421
0.002102, 0.038115, 0.664350, -0.576097, -7.878625
0.005480, 0.017748, 0.671781, -0.518279, -8.562624
0.006729, -0.022763, 0.687647, -0.438303, -9.252292
0.007405, -0.110758, 0.652205, -0.418784, -9.766919
0.007308, 0.073749, 0.666539, -0.354303, -10.581835
0.004774, 0.003579, 0.679364, -0.236673, -11.394949
0.006904, 0.023477, 0.674872, -0.152414, -12.326439
0.006523, 0.027177, 0.649509, -0.165150, -13.394480
0.007518, -0.009300, 0.572130, -0.353347, -14.648500
0.008875, -0.003228, 0.535163, -0.423205, -15.811137
0.008529, 0.013968, 0.493957, -0.513650, -17.012447
0.008331, 0.053439, 0.421648, -0.703287, -18.405089
