w_hedge, r_hedge, skewness, kurtosis, sharpe
-0.007692, 0.013279, -0.932737, -0.208375, -2.405729
-0.004021, 0.038501, -0.894938, -0.335609, -2.747239
-0.002522, 0.022682, -0.834349, -0.502191, -3.026117
0.003286, 0.040552, -0.775810, -0.673024, -3.215507
0.005476, 0.020572, -0.710391, -0.832651, -3.414144
0.009864, 0.043770, -0.642833, -0.974197, -3.620502
0.012801, 0.012280, -0.572647, -1.091088, -3.887474
0.016898, 0.016568, -0.506440, -1.199444, -4.090095
0.017704, -0.018041, -0.439399, -1.296395, -4.275775
0.019026, -0.031589, -0.373239, -1.377597, -4.455147
0.017835, -0.005852, -0.305330, -1.438719, -4.655406
0.016013, 0.010509, -0.239708, -1.481142, -4.853367
0.015546, -0.028398, -0.173787, -1.515229, -5.060407
0.016658, 0.003214, -0.119288, -1.509538, -5.289491
0.015726, 0.025466, -0.081240, -1.484001, -5.489739
0.015837, 0.009554, -0.048683, -1.450787, -5.718689
0.016395, 0.059590, -0.022083, -1.413147, -5.968640
0.017579, 0.018898, 0.006130, -1.370760, -6.208325
0.019485, -0.010800, -0.003574, -1.352312, -6.509944
0.021414, 0.030972, -0.006372, -1.324752, -6.722379
0.020266, -0.021530, -0.021004, -1.318205, -6.881629
0.020204, -0.012564, -0.036665, -1.320455, -7.002028
0.022006, 0.029280, -0.041289, -1.323845, -7.026180
0.021579, 0.007373, -0.027662, -1.309406, -6.968178
0.020339, 0.047545, 0.001325, -1.277150, -6.847431
0.020668, 0.021927, 0.057989, -1.198459, -6.644148
0.017828, 0.019649, 0.157902, -1.023569, -6.347108
0.017506, -0.014617, 0.219755, -0.946360, -6.109599
0.015839, 0.049056, 0.262286, -0.911659, -5.907917
0.016204, 0.018383, 0.294906, -0.896492, -5.725660
0.013218, 0.048779, 0.317460, -0.891403, -5.587768
0.012830, 0.005984, 0.343947, -0.887626, -5.414437
0.011211, 0.025989, 0.346159, -0.943136, -5.204947
0.010841, 0.028377, 0.338348, -0.991878, -5.079008
0.009841, -0.025408, 0.333558, -1.042410, -4.921984
0.008580, 0.000944, 0.315791, -1.108216, -4.750926
0.009513, -0.003809, 0.284818, -1.179763, -4.568964
0.009865, 0.040181, 0.252592, -1.250316, -4.369208
0.010191, 0.011518, 0.226133, -1.313630, -4.170604
0.009833, 0.035180, 0.198700, -1.370274, -3.993610
0.011702, 0.028710, 0.154214, -1.426629, -3.780206
0.010062, 0.024483, 0.118467, -1.476092, -3.592757
0.008901, 0.023614, 0.088138, -1.519690, -3.420483
0.008052, -0.018013, 0.057370, -1.558586, -3.257484
0.007780, 0.029521, 0.031638, -1.592303, -3.112478
0.008122, 0.042694, 0.005828, -1.623341, -2.968498
0.006957, 0.037402, -0.026708, -1.652324, -2.808265
0.006490, -0.002329, -0.070104, -1.674420, -2.622861
0.006118, -0.035342, -0.121359, -1.685250, -2.423119
0.008134, 0.007341, -0.174208, -1.683589, -2.248810
0.012679, 0.057822, -0.231065, -1.669474, -2.068695
0.011592, 0.003612, -0.290215, -1.640191, -1.892452
