w_hedge, r_hedge, skewness, kurtosis, sharpe
-0.010345, 0.025891, 1.543843, 2.729048, 13.492329
-0.011379, -0.000741, 1.592449, 2.897142, 13.461385
-0.011442, 0.029657, 1.620546, 2.949801, 13.363899
-0.011532, -0.014341, 1.693953, 3.187930, 13.263893
-0.012046, -0.014871, 1.817930, 3.754820, 13.151491
-0.012676, 0.017849, 1.923726, 4.183214, 13.034832
-0.012077, -0.026502, 2.039375, 4.684601, 12.933529
-0.012730, -0.014455, 2.145491, 5.209768, 12.725243
-0.014549, 0.110518, 2.167621, 5.390805, 12.343992
-0.014752, -0.027008, 2.199642, 5.540247, 12.020913
-0.015881, 0.025421, 2.186378, 5.489008, 11.665444
-0.014402, -0.034755, 2.204030, 5.567214, 11.337936
-0.014784, 0.038576, 2.191427, 5.494904, 11.025951
-0.014794, 0.033695, 2.149990, 5.321774, 10.705371
-0.014964, -0.044438, 2.092443, 5.109099, 10.472070
-0.014824, -0.041291, 1.996152, 4.799935, 10.123373
-0.014568, -0.059320, 1.896766, 4.507445, 9.832815
-0.014683, -0.012748, 1.821668, 4.252758, 9.546052
-0.014499, 0.106293, 1.765232, 4.037917, 9.278753
-0.014624, -0.005665, 1.707727, 3.824176, 9.012558
-0.014271, 0.010926, 1.662671, 3.663544, 8.831330
-0.014203, -0.092820, 1.616344, 3.494604, 8.631963
-0.014082, -0.105938, 1.585151, 3.337559, 8.356645
-0.014159, 0.093990, 1.565554, 3.213477, 8.132887
-0.014139, -0.015849, 1.566198, 3.144989, 7.933082
-0.013529, 0.022836, 1.576147, 3.106162, 7.691263
-0.012922, 0.039352, 1.589337, 3.079776, 7.459767
-0.012380, 0.094483, 1.595923, 3.039754, 7.203294
-0.012219, -0.026134, 1.591640, 2.971528, 6.939723
-0.010815, 0.011132, 1.608457, 2.967457, 6.694665
-0.009947, 0.025199, 1.587771, 2.858424, 6.462471
-0.009695, -0.059374, 1.563205, 2.742799, 6.242386
-0.009647, 0.049749, 1.539806, 2.640757, 6.083333
-0.009640, -0.000175, 1.519415, 2.549095, 5.939538
-0.009432, 0.029575, 1.500568, 2.459525, 5.790992
-0.008945, 0.019689, 1.478977, 2.364366, 5.635186
-0.009185, -0.039933, 1.464587, 2.276793, 5.440555
-0.009395, 0.077287, 1.469526, 2.238762, 5.206823
-0.009314, -0.014423, 1.456948, 2.158808, 5.019267
-0.008629, -0.013356, 1.447222, 2.086819, 4.800851
-0.007354, -0.043220, 1.455565, 2.060276, 4.581428
-0.007206, 0.018178, 1.448486, 1.996674, 4.400891
-0.006721, 0.044045, 1.468759, 2.015144, 4.157579
-0.005620, -0.029856, 1.504822, 2.103025, 3.889330
-0.005220, 0.005841, 1.496694, 2.044869, 3.679175
-0.005584, 0.027625, 1.512490, 2.057086, 3.442218
-0.005302, -0.006231, 1.539939, 2.105111, 3.209359
-0.004209, -0.025019, 1.576646, 2.182346, 2.986071
-0.004685, 0.019886, 1.636121, 2.349575, 2.755691
-0.010119, 0.012714, 1.752134, 2.818025, 2.492883
-0.010379, 0.007749, 1.791178, 2.906599, 2.331568
-0.009447, 0.027829, 1.932756, 3.558792, 2.056670
-0.009860, 0.062471, 2.000141, 4.329057, 1.697188
-0.006829, 0.049306, 1.661336, 2.601953, 1.264704
-0.004334, 0.024801, 1.428337, 1.501587, 0.777592
-0.002909, -0.007206, 1.254825, 0.670838, 0.262132
-0.004666, 0.022354, 1.279857, 0.815987, -0.194016
-0.005315, 0.047988, 1.382374, 1.270919, -0.588303
-0.003709, -0.017148, 1.487384, 1.815725, -1.021508
-0.008202, 0.030170, 1.564581, 2.378247, -1.556665
-0.004209, -0.055379, 1.341265, 1.441603, -2.368895
0.004800, 0.047927, 1.220517, 1.055937, -3.145025
0.007247, 0.064346, 1.208395, 1.218654, -3.819830
0.010551, -0.014776, 1.107188, 1.048318, -4.648819
0.016056, -0.045053, 1.141370, 1.443981, -5.289399
0.016170, 0.031350, 0.990331, 1.262421, -6.239303
0.015840, 0.002980, 0.554243, -0.177266, -7.476755
0.017818, -0.001269, 0.349044, -0.622003, -8.172680
0.017200, 0.020201, 0.318350, -0.608154, -8.424324
0.016932, 0.033107, 0.224305, -0.755169, -8.775594
0.020230, -0.020234, 0.175384, -0.804216, -9.002720
0.018644, 0.034964, 0.151572, -0.848788, -9.075114
0.020605, -0.031976, 0.246554, -0.621623, -8.842561
0.018115, 0.019563, 0.410137, -0.276248, -8.369949
0.021568, -0.001127, 0.779933, 0.787686, -7.492064
0.019458, 0.029820, 0.938934, 0.950254, -6.619476
0.020643, 0.064582, 1.074322, 1.101090, -5.728339
0.018131, 0.047866, 1.225480, 1.372380, -4.857014
0.012713, 0.019755, 1.278527, 1.275472, -4.166670
0.009372, 0.008837, 1.239220, 0.916790, -3.640649
0.007246, 0.058710, 1.244613, 0.766036, -3.085745
0.006691, -0.015097, 1.241696, 0.636278, -2.545675
0.000878, 0.030607, 1.283323, 0.744929, -1.962784
0.002902, -0.009975, 1.238377, 0.480794, -1.547757
-0.000690, 0.033876, 1.321849, 0.791973, -1.050905
0.000888, 0.031298, 1.511101, 1.695805, -0.483372
-0.001677, 0.014852, 1.429979, 1.214779, -0.122655
-0.003926, -0.003309, 1.479279, 1.398889, 0.331946
-0.004887, 0.007382, 1.430051, 1.120424, 0.722142
-0.004867, 0.014364, 1.441562, 1.154062, 1.100082
-0.005047, -0.005581, 1.332759, 0.703638, 1.409954
-0.005739, -0.001327, 1.228583, 0.323956, 1.705106
-0.005677, -0.042610, 1.132722, 0.066339, 1.923039
-0.005346, 0.003647, 1.050385, -0.121704, 2.118321
