w_hedge, r_hedge, skewness, kurtosis, sharpe
-0.008035, 0.099014, -0.156555, -1.197715, -7.963050
-0.010968, 0.006346, -0.129720, -1.197600, -8.003874
-0.005338, 0.037680, -0.135206, -1.146060, -7.997216
-0.006107, 0.010405, -0.151325, -1.081436, -7.971000
-0.006527, 0.063134, -0.139969, -1.055533, -7.993044
-0.007244, 0.001192, -0.129995, -1.038512, -8.011068
-0.006801, -0.028853, -0.139114, -1.043468, -7.996821
-0.008441, 0.017436, -0.146778, -1.012184, -7.990577
-0.010252, 0.071210, -0.149766, -1.040728, -7.980373
-0.010705, -0.000935, -0.158625, -1.075602, -7.960335
-0.004663, -0.104572, -0.149837, -1.107838, -7.967919
-0.004161, -0.028371, -0.137096, -1.133543, -7.985076
-0.010956, 0.119143, -0.127098, -1.148013, -8.000872
-0.012093, -0.027483, -0.127599, -1.147798, -7.999723
-0.004923, 0.070192, -0.089269, -1.208321, -8.066630
-0.007029, 0.036318, -0.040345, -1.235247, -8.181211
-0.002894, -0.001924, 0.015591, -1.261007, -8.322264
-0.001212, 0.060344, 0.056600, -1.239610, -8.467733
-0.001623, 0.034393, 0.102987, -1.201926, -8.662855
0.001559, 0.009065, 0.167163, -1.169440, -8.914953
0.003008, 0.001444, 0.220428, -1.101270, -9.211548
0.003616, 0.038571, 0.261885, -1.053722, -9.528695
0.003852, -0.038589, 0.292986, -0.995058, -9.917094
0.006308, 0.003281, 0.342114, -0.934168, -10.443398
0.003024, -0.035746, 0.321957, -0.847443, -10.899466
0.003384, -0.071836, 0.314677, -0.837691, -11.530687
0.001147, -0.104924, 0.302218, -0.869998, -12.265418
-0.002029, 0.094890, 0.327447, -0.832768, -12.975621
-0.006917, 0.014971, 0.346421, -0.803330, -13.744552
-0.003773, 0.004965, 0.337293, -0.741267, -14.494288
-0.003159, 0.063377, 0.357046, -0.675194, -15.306843
-0.002937, 0.041828, 0.374884, -0.617029, -16.172246
-0.000237, 0.018618, 0.401708, -0.533992, -17.025709
0.001643, -0.018679, 0.413746, -0.486792, -17.965074
0.002341, -0.107895, 0.420636, -0.439126, -18.992744
0.001406, 0.077092, 0.419608, -0.397169, -20.115782
-0.003018, 0.008982, 0.404776, -0.370665, -21.365466
0.000788, 0.028631, 0.384819, -0.355402, -22.359651
0.001266, 0.031560, 0.351321, -0.340589, -23.776124
0.002366, -0.004699, 0.323533, -0.355904, -25.146186
0.003048, 0.001743, 0.309584, -0.344409, -26.441459
0.002805, 0.018615, 0.336433, -0.258240, -27.468759
0.003202, 0.058038, 0.317733, -0.159132, -28.939366
0.003967, -0.010363, 0.300402, -0.087595, -30.489812
0.007350, 0.018432, 0.332496, -0.033858, -30.687560
0.007824, 0.025245, 0.361932, 0.001914, -30.823101
0.007813, 0.004078, 0.352950, -0.013474, -30.770311
0.007811, -0.021588, 0.389701, -0.044899, -30.736141
0.007904, 0.052099, 0.396122, -0.045782, -30.742360
0.009859, -0.031656, 0.394214, -0.045899, -30.739607
0.012623, 0.043230, 0.418025, -0.062985, -30.725707
0.012003, 0.022744, 0.443590, -0.048525, -30.791816
0.014520, 0.007028, 0.282817, -0.405040, -33.376744
0.020790, 0.012797, 0.303627, -0.401243, -33.417322
0.023073, -0.066904, 0.311483, -0.358358, -34.580554
0.019423, 0.043400, 0.434500, -0.389581, -35.540636
0.021701, 0.005133, 0.472425, -0.337483, -36.030528
0.028161, -0.015150, 0.474713, -0.360011, -35.932887
0.025669, 0.004381, 0.512073, -0.247975, -36.829398
0.023216, 0.009039, 0.485964, -0.144529, -36.575327
0.020951, -0.042148, 0.552707, -0.058976, -36.905184
0.022041, 0.014126, 0.607835, -0.014952, -37.049843
0.019024, -0.049761, 0.609931, 0.104385, -38.313933
0.019534, -0.000693, 0.543522, 0.092370, -41.032477
0.017312, 0.006072, 0.614791, 0.201644, -41.441803
0.017364, -0.017177, 0.666398, 0.230036, -41.441662
0.016181, -0.020064, 0.495160, 0.208975, -39.951275
0.016015, 0.040624, 0.495354, 0.208403, -39.944936
0.016447, -0.023494, 0.489154, 0.107303, -39.401389
0.017631, 0.020035, 0.493802, 0.097760, -39.371610
0.015883, -0.011978, 0.556745, 0.027847, -37.447874
0.016771, -0.022760, 0.617589, 0.173190, -37.974411
0.018503, -0.005799, 0.693070, 0.376170, -38.832252
0.018490, -0.095821, 0.562268, 0.197845, -40.721540
0.015671, -0.002943, 0.522382, 0.128245, -39.904732
0.014847, 0.073575, 0.538522, 0.058355, -39.180778
0.013461, 0.002353, 2.154048, 8.163090, -29.461020
0.014807, -0.022614, 2.284670, 9.212251, -30.250580
0.014903, -0.055371, 2.658440, 9.195328, -24.763284
0.014033, 0.007504, 2.579926, 7.307039, -20.961921
0.013796, 0.046474, 2.402336, 5.686844, -19.246791
0.013789, 0.026793, 2.188021, 4.468075, -18.224486
0.013669, 0.008863, 2.000691, 3.314038, -16.660567
0.012515, -0.005695, 1.840251, 2.423615, -15.290313
0.014120, 0.039224, 1.839217, 2.388965, -13.322890
0.014199, 0.017496, 1.708047, 1.867034, -12.791098
0.015226, 0.001251, 1.576056, 1.282089, -11.804671
0.016815, -0.010322, 1.712076, 2.145368, -9.927680
0.020333, 0.031111, 1.611819, 1.804697, -9.629637
0.018892, 0.057534, 1.565011, 1.477412, -8.566451
0.017763, 0.049313, 1.483102, 1.089957, -7.634839
0.013773, 0.058018, 1.897056, 3.624579, -5.870784
0.009756, 0.020531, 1.858020, 3.115024, -4.809911
0.005802, 0.028103, 1.778741, 2.533305, -3.939926
0.004607, 0.034533, 1.901384, 3.177600, -2.899904
0.003822, 0.013563, 1.738488, 2.327498, -2.402261
0.003875, 0.041348, 1.628577, 1.736407, -1.825397
0.001661, 0.006779, 1.997338, 4.004411, -0.922344
-0.000493, 0.019970, 2.075405, 4.166982, -0.243351
-0.000659, 0.018078, 2.025174, 3.635575, 0.309365
-0.001712, 0.014127, 1.885680, 2.769957, 0.747196
-0.002012, 0.013066, 1.769119, 2.329990, 0.992525
-0.002214, 0.047116, 1.698416, 2.121220, 1.169883
-0.002657, -0.059734, 1.565893, 1.595502, 1.449767
